customerNumber,customerName,contactLastName,contactFirstName,phone,addressLine1,addressLine2,city,state,postalCode,country,salesRepEmployeeNumber,creditLimit,orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber,orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber
242,"Alpha Cognac",Roulet,"Annette ",61.77.6555,"1 rue Alsace-Lorraine",NULL,Toulouse,NULL,31000,France,1370,61100,10397,"2005-03-28 00:00:00","2005-04-09 00:00:00","2005-04-01 00:00:00",Shipped,NULL,242,10397,S700_1938,32,80.55,5
242,"Alpha Cognac",Roulet,"Annette ",61.77.6555,"1 rue Alsace-Lorraine",NULL,Toulouse,NULL,31000,France,1370,61100,10397,"2005-03-28 00:00:00","2005-04-09 00:00:00","2005-04-01 00:00:00",Shipped,NULL,242,10397,S700_2610,22,66.5,4
242,"Alpha Cognac",Roulet,"Annette ",61.77.6555,"1 rue Alsace-Lorraine",NULL,Toulouse,NULL,31000,France,1370,61100,10397,"2005-03-28 00:00:00","2005-04-09 00:00:00","2005-04-01 00:00:00",Shipped,NULL,242,10397,S700_3505,48,108.18,3
242,"Alpha Cognac",Roulet,"Annette ",61.77.6555,"1 rue Alsace-Lorraine",NULL,Toulouse,NULL,31000,France,1370,61100,10397,"2005-03-28 00:00:00","2005-04-09 00:00:00","2005-04-01 00:00:00",Shipped,NULL,242,10397,S700_3962,36,105.27,2
242,"Alpha Cognac",Roulet,"Annette ",61.77.6555,"1 rue Alsace-Lorraine",NULL,Toulouse,NULL,31000,France,1370,61100,10397,"2005-03-28 00:00:00","2005-04-09 00:00:00","2005-04-01 00:00:00",Shipped,NULL,242,10397,S72_3212,34,62.24,1
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S10_1949,34,235.73,2
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S18_1097,24,116.67,1
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S18_1342,50,104.79,9
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S18_1367,27,57.68,8
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S18_1749,26,141.1,16
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S18_2248,25,62.96,15
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S18_2325,37,128.4,13
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S18_2795,22,202.5,10
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S18_2949,46,111.44,3
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S18_2957,43,68.71,5
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S18_3136,29,103.67,4
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S18_3320,34,102.19,7
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S18_4409,35,105.83,17
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S24_1937,20,28.88,12
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S24_2022,45,47.49,11
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S24_3969,33,41.85,14
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10280,"2004-08-17 00:00:00","2004-08-27 00:00:00","2004-08-19 00:00:00",Shipped,NULL,249,10280,S24_4258,21,78.89,6
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10293,"2004-09-09 00:00:00","2004-09-18 00:00:00","2004-09-14 00:00:00",Shipped,NULL,249,10293,S12_1108,46,182.86,8
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10293,"2004-09-09 00:00:00","2004-09-18 00:00:00","2004-09-14 00:00:00",Shipped,NULL,249,10293,S12_3148,24,176.76,9
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10293,"2004-09-09 00:00:00","2004-09-18 00:00:00","2004-09-14 00:00:00",Shipped,NULL,249,10293,S12_3891,45,183.4,7
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10293,"2004-09-09 00:00:00","2004-09-18 00:00:00","2004-09-14 00:00:00",Shipped,NULL,249,10293,S18_3140,24,117.47,4
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10293,"2004-09-09 00:00:00","2004-09-18 00:00:00","2004-09-14 00:00:00",Shipped,NULL,249,10293,S18_3259,22,109.92,6
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10293,"2004-09-09 00:00:00","2004-09-18 00:00:00","2004-09-14 00:00:00",Shipped,NULL,249,10293,S18_4522,49,100.94,3
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10293,"2004-09-09 00:00:00","2004-09-18 00:00:00","2004-09-14 00:00:00",Shipped,NULL,249,10293,S24_2011,21,140.09,2
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10293,"2004-09-09 00:00:00","2004-09-18 00:00:00","2004-09-14 00:00:00",Shipped,NULL,249,10293,S700_1938,29,71.89,5
249,"Amica Models & Co.",Accorti,"Paolo ",011-4988555,"Via Monte Bianco 34",NULL,Torino,NULL,10100,Italy,1401,113000,10293,"2004-09-09 00:00:00","2004-09-18 00:00:00","2004-09-14 00:00:00",Shipped,NULL,249,10293,S72_3212,32,60.06,1
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S18_1129,23,117.48,13
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S18_1589,47,124.44,9
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S18_1984,25,169.28,12
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S18_2870,27,130.68,10
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S18_3232,32,169.34,14
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S18_3685,28,129.98,11
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S18_4409,34,105.83,1
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S18_4933,29,81.25,2
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S24_1046,25,60.26,6
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S24_1628,47,56.85,8
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S24_2766,21,73.6,4
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S24_2887,34,129.18,3
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S24_3191,31,73.62,5
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10148,"2003-09-11 00:00:00","2003-09-21 00:00:00","2003-09-15 00:00:00",Shipped,"They want to reevaluate their terms agreement with Finance.",276,10148,S24_3432,27,128.5,7
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10169,"2003-11-04 00:00:00","2003-11-14 00:00:00","2003-11-09 00:00:00",Shipped,NULL,276,10169,S12_1099,30,167.33,2
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10169,"2003-11-04 00:00:00","2003-11-14 00:00:00","2003-11-09 00:00:00",Shipped,NULL,276,10169,S12_2823,35,132.55,13
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10169,"2003-11-04 00:00:00","2003-11-14 00:00:00","2003-11-09 00:00:00",Shipped,NULL,276,10169,S12_3990,36,63.84,3
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10169,"2003-11-04 00:00:00","2003-11-14 00:00:00","2003-11-09 00:00:00",Shipped,NULL,276,10169,S18_3278,32,70.76,5
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10169,"2003-11-04 00:00:00","2003-11-14 00:00:00","2003-11-09 00:00:00",Shipped,NULL,276,10169,S18_3482,36,123.47,4
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10169,"2003-11-04 00:00:00","2003-11-14 00:00:00","2003-11-09 00:00:00",Shipped,NULL,276,10169,S18_3782,38,68.39,8
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10169,"2003-11-04 00:00:00","2003-11-14 00:00:00","2003-11-09 00:00:00",Shipped,NULL,276,10169,S18_4721,33,148.8,7
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10169,"2003-11-04 00:00:00","2003-11-14 00:00:00","2003-11-09 00:00:00",Shipped,NULL,276,10169,S24_2360,38,74.11,11
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10169,"2003-11-04 00:00:00","2003-11-14 00:00:00","2003-11-09 00:00:00",Shipped,NULL,276,10169,S24_3371,34,50.21,1
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10169,"2003-11-04 00:00:00","2003-11-14 00:00:00","2003-11-09 00:00:00",Shipped,NULL,276,10169,S24_4620,24,94.58,6
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10169,"2003-11-04 00:00:00","2003-11-14 00:00:00","2003-11-09 00:00:00",Shipped,NULL,276,10169,S32_2206,26,39.83,9
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10169,"2003-11-04 00:00:00","2003-11-14 00:00:00","2003-11-09 00:00:00",Shipped,NULL,276,10169,S32_4485,34,115.32,12
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10169,"2003-11-04 00:00:00","2003-11-14 00:00:00","2003-11-09 00:00:00",Shipped,NULL,276,10169,S50_4713,48,80.55,10
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10370,"2005-01-20 00:00:00","2005-02-01 00:00:00","2005-01-25 00:00:00",Shipped,NULL,276,10370,S10_4962,35,65.63,4
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10370,"2005-01-20 00:00:00","2005-02-01 00:00:00","2005-01-25 00:00:00",Shipped,NULL,276,10370,S12_1666,49,172.86,8
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10370,"2005-01-20 00:00:00","2005-02-01 00:00:00","2005-01-25 00:00:00",Shipped,NULL,276,10370,S18_1097,27,144.87,1
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10370,"2005-01-20 00:00:00","2005-02-01 00:00:00","2005-01-25 00:00:00",Shipped,NULL,276,10370,S18_2319,22,179.5,5
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10370,"2005-01-20 00:00:00","2005-02-01 00:00:00","2005-01-25 00:00:00",Shipped,NULL,276,10370,S18_2432,22,96.86,7
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10370,"2005-01-20 00:00:00","2005-02-01 00:00:00","2005-01-25 00:00:00",Shipped,NULL,276,10370,S18_3232,27,56.85,9
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10370,"2005-01-20 00:00:00","2005-02-01 00:00:00","2005-01-25 00:00:00",Shipped,NULL,276,10370,S18_4600,29,57.53,6
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10370,"2005-01-20 00:00:00","2005-02-01 00:00:00","2005-01-25 00:00:00",Shipped,NULL,276,10370,S18_4668,20,136.5,2
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10370,"2005-01-20 00:00:00","2005-02-01 00:00:00","2005-01-25 00:00:00",Shipped,NULL,276,10370,S32_3522,25,126.41,3
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10391,"2005-03-09 00:00:00","2005-03-20 00:00:00","2005-03-15 00:00:00",Shipped,NULL,276,10391,S10_1949,24,100.69,4
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10391,"2005-03-09 00:00:00","2005-03-20 00:00:00","2005-03-15 00:00:00",Shipped,NULL,276,10391,S10_4962,37,46.9,7
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10391,"2005-03-09 00:00:00","2005-03-20 00:00:00","2005-03-15 00:00:00",Shipped,NULL,276,10391,S12_1666,39,63.2,9
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10391,"2005-03-09 00:00:00","2005-03-20 00:00:00","2005-03-15 00:00:00",Shipped,NULL,276,10391,S18_1097,29,85.1,10
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10391,"2005-03-09 00:00:00","2005-03-20 00:00:00","2005-03-15 00:00:00",Shipped,NULL,276,10391,S18_1342,35,158.54,2
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10391,"2005-03-09 00:00:00","2005-03-20 00:00:00","2005-03-15 00:00:00",Shipped,NULL,276,10391,S18_1367,42,119,3
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10391,"2005-03-09 00:00:00","2005-03-20 00:00:00","2005-03-15 00:00:00",Shipped,NULL,276,10391,S18_2432,44,38.5,5
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10391,"2005-03-09 00:00:00","2005-03-20 00:00:00","2005-03-15 00:00:00",Shipped,NULL,276,10391,S18_2949,32,45.25,6
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10391,"2005-03-09 00:00:00","2005-03-20 00:00:00","2005-03-15 00:00:00",Shipped,NULL,276,10391,S24_1937,33,252.87,8
276,"Anna's Decorations, Ltd",O'Hara,Anna,"02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,1611,107800,10391,"2005-03-09 00:00:00","2005-03-20 00:00:00","2005-03-15 00:00:00",Shipped,NULL,276,10391,S24_2022,24,168.42,1
103,"Atelier graphique",Schmitt,"Carine ",40.32.2555,"54, rue Royale",NULL,Nantes,NULL,44000,France,1370,21000,10123,"2003-05-20 00:00:00","2003-05-29 00:00:00","2003-05-22 00:00:00",Shipped,NULL,103,10123,S18_1589,26,118.22,2
